GNIS ID,Municipality Name,Municipality Type,2010 Muni Population,2010 Muni Housing Units,Muni Area (sq mi),County,REDC Region,# Cable Providers,# Hse Units Cable,% Hse Units Cable,# of DSL Providers,# Hse Units DSL,% Hse Units DSL,# Fiber Providers,# Hse Units Fiber,% Hse Units Fiber,# Wireline Providers,# Hse Units Wireline,% Hse Units Wireline,# Wireless Providers,# Hse Units Wireless,% Hse Units Wireless,# Satellite Providers
979471,Schroeppel,Town,"8,501","3,659",43.1,Oswego,Central NY Region,1,"3,500",96,1,"1,700",46,1,0,0,3,"3,500",96,6,"3,500",96,4
979472,Schroon,Town,"1,654","2,258",141.8,Essex,North Country Region,1,"1,800",80,2,"1,700",75,0,0,0,3,"2,000",89,2,"1,900",84,4
979473,Schuyler,Town,"3,420","1,590",40,Herkimer,Mohawk Valley Region,1,"1,400",88,2,"1,100",69,1,0,0,4,"1,400",88,5,"1,500",94,4
979474,Schuyler Falls,Town,"5,181","2,120",37.3,Clinton,North Country Region,1,"2,000",94,2,"1,500",71,2,50,2,4,"2,000",94,5,"2,000",94,4
964639,Schuylerville,Village,"1,386",663,0.6,Saratoga,Capital Region,1,640,97,1,640,97,1,250,38,3,640,97,5,640,97,4
979475,Scio,Town,"1,833",975,35.3,Allegany,Western NY Region,1,820,84,1,480,49,0,0,0,2,890,91,4,940,96,4
979476,Scipio,Town,"1,713",813,39.2,Cayuga,Central NY Region,0,0,0,1,190,23,2,170,21,2,300,37,6,780,96,4
964672,Scotia,Village,"7,729","3,519",1.8,Schenectady,Capital Region,1,"3,400",97,1,"2,700",77,1,"3,200",91,2,"3,400",97,4,"3,400",97,4
979477,Scott,Town,"1,176",493,22.3,Cortland,Central NY Region,1,470,95,1,310,63,1,0,0,3,470,95,4,470,95,4
964695,Scottsville,Village,"2,001",880,1,Monroe,Finger Lakes Region,1,850,97,1,850,97,0,0,0,2,850,97,5,850,97,4
979478,Scriba,Town,"6,840","3,121",40.8,Oswego,Central NY Region,1,"3,000",96,2,"2,600",83,1,0,0,4,"3,000",96,4,"3,000",96,4
964716,Sea Cliff,Village,"4,995","2,049",1.1,Nassau,Long Island Region,1,"1,900",93,2,"1,900",93,4,"1,900",93,6,"1,900",93,4,"1,900",93,4
979479,Sempronius,Town,895,454,29.7,Cayuga,Central NY Region,1,40,9,1,380,84,1,0,0,3,400,88,3,440,97,4
979480,Seneca,Town,"2,721","1,078",50.5,Ontario,Finger Lakes Region,1,850,79,3,"1,000",93,3,0,0,7,"1,000",93,6,"1,000",93,4
979481,Seneca Falls,Town,"9,040","4,281",27.5,Seneca,Finger Lakes Region,1,"4,100",96,1,"4,000",93,2,0,0,4,"4,100",96,5,"4,100",96,4
979482,Sennett,Town,"3,595","1,314",28.8,Cayuga,Central NY Region,1,"1,000",76,1,700,53,3,"1,100",84,4,"1,200",91,7,"1,200",91,4
979483,Seward,Town,"1,763",790,36.5,Schoharie,Mohawk Valley Region,1,560,71,1,480,61,0,0,0,2,670,85,4,760,96,4
979484,Shandaken,Town,"3,085","2,776",123.3,Ulster,Mid-Hudson Region,1,"2,500",90,1,420,15,0,0,0,2,"2,500",90,5,"2,200",79,4
979485,Sharon,Town,"1,846",915,39.1,Schoharie,Mohawk Valley Region,1,590,64,2,140,15,0,0,0,3,650,71,4,880,96,4
964946,Sharon Springs,Village,558,299,1.7,Schoharie,Mohawk Valley Region,1,290,97,1,40,13,0,0,0,2,290,97,4,290,97,4
979486,Shawangunk,Town,"14,332","4,333",56.7,Ulster,Mid-Hudson Region,2,"4,100",95,2,"4,100",95,2,0,0,5,"4,200",97,5,"4,200",97,4
979487,Shelby,Town,"5,319","2,192",46.7,Orleans,Finger Lakes Region,1,"2,000",91,1,"1,800",82,0,0,0,2,"2,000",91,4,"2,100",96,4
979488,Sheldon,Town,"2,409","1,112",47.4,Wyoming,Finger Lakes Region,1,"1,000",90,1,50,4,0,0,0,2,"1,000",90,5,"1,000",90,4
979489,Shelter Island,Town,"2,392","2,754",29.4,Suffolk,Long Island Region,1,"2,600",94,1,"2,200",80,0,0,0,2,"2,600",94,5,"2,600",94,4
979490,Sherburne,Town,"4,048","1,832",43.6,Chenango,Southern Tier Region,1,"1,400",76,1,"1,700",93,0,0,0,2,"1,700",93,3,"1,700",93,4
979491,Sheridan,Town,"2,673","1,169",37.4,Chautauqua,Western NY Region,1,910,78,2,940,80,2,0,0,5,"1,000",86,5,"1,100",94,4
979492,Sherman,Town,"1,653",652,36.5,Chautauqua,Western NY Region,1,360,55,2,620,95,1,0,0,4,620,95,3,630,97,4
979493,Sherrill,City,"3,071","1,384",2,Oneida,Mohawk Valley Region,1,"1,300",94,1,"1,100",79,0,0,0,2,"1,300",94,3,"1,300",94,4
979494,Shinnecock Reservation,Tribal Community,662,256,1.3,Suffolk,Long Island Region,1,240,94,1,60,23,0,0,0,2,240,94,4,230,90,4
965160,Shoreham,Village,531,229,0.4,Suffolk,Long Island Region,1,220,96,1,210,92,1,0,0,3,220,96,4,220,96,4
965178,Shortsville,Village,"1,439",603,0.6,Ontario,Finger Lakes Region,1,580,96,1,580,96,0,0,0,2,580,96,5,580,96,4
979495,Sidney,Town,"5,774","2,992",50.4,Delaware,Southern Tier Region,1,"2,600",87,2,"2,800",94,2,0,0,5,"2,800",94,6,"2,900",97,4
970603,Silver Creek,Village,"2,656","1,174",1.1,Chautauqua,Western NY Region,1,"1,100",94,1,"1,100",94,0,0,0,2,"1,100",94,4,"1,100",94,4
965285,Silver Springs,Village,782,367,1,Wyoming,Finger Lakes Region,1,350,95,1,350,95,0,0,0,2,350,95,2,350,95,4
965303,Sinclairville,Village,588,272,1.6,Chautauqua,Western NY Region,1,260,96,1,250,92,1,0,0,3,260,96,3,260,96,4
979496,Skaneateles,Town,"7,209","3,524",48.8,Onondaga,Central NY Region,1,"3,100",88,2,"2,300",65,2,"3,200",91,4,"3,300",94,7,"3,400",96,4
958934,Sleepy Hollow,Village,"9,870","3,637",2.2,Westchester,Mid-Hudson Region,1,"3,500",96,2,"3,500",96,4,"3,300",91,6,"3,500",96,4,"3,500",96,4
965429,Sloan,Village,"3,661","1,811",0.8,Erie,Western NY Region,1,"1,700",94,1,"1,700",94,2,0,0,4,"1,700",94,6,"1,700",94,4
965432,Sloatsburg,Village,"3,039","1,102",2.5,Rockland,Mid-Hudson Region,1,"1,000",91,1,"1,000",91,2,90,8,3,"1,000",91,4,"1,000",91,4
979497,Smithfield,Town,"1,288",515,24.2,Madison,Central NY Region,1,250,49,3,440,85,0,0,0,4,480,93,5,490,95,4
979498,Smithtown,Town,"117,801","41,381",110.4,Suffolk,Long Island Region,1,"40,100",97,2,"37,300",90,5,"39,200",95,7,"40,100",97,5,"40,100",97,4
979499,Smithville,Town,"1,330",740,50.8,Chenango,Southern Tier Region,1,220,30,1,710,96,0,0,0,2,710,96,5,700,95,4
979500,Smyrna,Town,"1,280",631,42,Chenango,Southern Tier Region,1,270,43,1,480,76,0,0,0,2,480,76,3,600,95,4
979501,Sodus,Town,"8,384","4,158",69.1,Wayne,Finger Lakes Region,1,"3,800",91,1,"3,200",77,0,0,0,2,"3,900",94,4,"4,000",96,4
965624,Sodus Point,Village,900,754,1.5,Wayne,Finger Lakes Region,1,730,97,1,650,86,0,0,0,2,730,97,3,710,94,4
979502,Solon,Town,"1,079",444,29.7,Cortland,Central NY Region,1,10,2,2,380,86,0,0,0,3,380,86,3,430,97,4
965631,Solvay,Village,"6,584","3,234",1.6,Onondaga,Central NY Region,1,"3,100",96,1,"2,700",83,6,"3,100",96,7,"3,100",96,6,"3,100",96,4
979503,Somers,Town,"20,434","7,982",32.1,Westchester,Mid-Hudson Region,2,"7,700",96,2,"7,000",88,4,"4,300",54,7,"7,700",96,4,"7,700",96,4
979504,Somerset,Town,"2,662","1,141",37.2,Niagara,Western NY Region,1,910,80,1,"1,000",88,1,0,0,3,"1,000",88,4,"1,100",96,4
979505,Southampton,Town,"56,790","41,759",297.9,Suffolk,Long Island Region,1,"40,500",97,1,"38,700",93,3,0,0,5,"40,500",97,5,"40,000",96,4
2109636,South Blooming Grove,Village,"3,234","1,270",4.8,Orange,Mid-Hudson Region,2,"1,200",94,1,"1,200",94,1,0,0,4,"1,200",94,4,"1,200",94,4
979506,South Bristol,Town,"1,590","1,342",42,Ontario,Finger Lakes Region,1,"1,200",89,1,"1,000",75,2,0,0,4,"1,200",89,4,"1,300",97,4
965727,South Corning,Village,"1,145",535,0.6,Steuben,Southern Tier Region,1,510,95,1,510,95,1,0,0,3,510,95,4,510,95,4
965735,South Dayton,Village,620,271,1,Cattaraugus,Western NY Region,1,260,96,1,0,0,0,0,0,2,260,96,2,260,96,4
979507,Southeast,Town,"18,404","7,095",35.1,Putnam,Mid-Hudson Region,2,"6,800",96,1,"6,200",87,3,"3,700",52,5,"6,800",96,4,"6,800",96,4
965746,South Floral Park,Village,"1,764",569,0.1,Nassau,Long Island Region,1,550,97,2,550,97,1,550,97,3,550,97,4,550,97,4
970626,South Glens Falls,Village,"3,518","1,691",1.5,Saratoga,Capital Region,1,"1,600",95,1,"1,600",95,0,0,0,2,"1,600",95,6,"1,600",95,4
965828,South Nyack,Village,"3,510","1,292",0.6,Rockland,Mid-Hudson Region,1,"1,200",93,1,"1,200",93,4,"1,200",93,5,"1,200",93,4,"1,200",93,4
979508,Southold,Town,"21,968","15,377",371.1,Suffolk,Long Island Region,1,"14,200",92,2,"13,900",90,2,0,0,5,"14,900",97,6,"14,600",95,4
979509,Southport,Town,"10,940","4,522",46.8,Chemung,Southern Tier Region,1,"4,100",91,1,"3,900",86,1,0,0,3,"4,200",93,4,"4,300",95,4
979510,South Valley,Town,264,335,43.2,Cattaraugus,Western NY Region,0,0,0,1,170,51,0,0,0,1,170,51,3,320,96,4
979511,Spafford,Town,"1,686","1,209",39.1,Onondaga,Central NY Region,1,790,65,2,700,58,1,220,18,3,930,77,7,"1,100",91,4
979512,Sparta,Town,"1,624",667,27.8,Livingston,Finger Lakes Region,1,640,96,1,640,96,1,0,0,3,640,96,3,640,96,4
965973,Speculator,Village,324,522,48.9,Hamilton,North Country Region,0,0,0,1,190,36,0,0,0,1,190,36,1,430,82,4
979513,Spencer,Town,"3,153","1,435",49.7,Tioga,Southern Tier Region,1,"1,200",84,1,"1,300",91,2,0,0,3,"1,300",91,5,"1,300",91,4
965988,Spencerport,Village,"3,601","1,535",1.3,Monroe,Finger Lakes Region,1,"1,400",91,1,"1,400",91,2,0,0,4,"1,400",91,5,"1,400",91,4
979514,Springfield,Town,"1,358",827,45.2,Otsego,Mohawk Valley Region,1,570,69,1,350,42,0,0,0,2,660,80,5,800,97,4
979515,Springport,Town,"2,367","1,225",26.9,Cayuga,Central NY Region,1,"1,000",82,1,"1,100",90,0,0,0,2,"1,100",90,5,"1,100",90,4
966090,Spring Valley,Village,"31,347","9,374",2,Rockland,Mid-Hudson Region,1,"9,000",96,2,"9,000",96,5,"8,400",90,7,"9,000",96,4,"9,000",96,4
966106,Springville,Village,"4,296","1,841",3.7,Erie,Western NY Region,1,"1,700",92,1,"1,700",92,1,0,0,3,"1,700",92,3,"1,700",92,4
979516,Springwater,Town,"2,439","1,242",53.2,Livingston,Finger Lakes Region,1,840,68,1,"1,000",81,1,0,0,3,"1,100",89,3,"1,200",97,4
979517,Stafford,Town,"2,459","1,151",31.3,Genesee,Finger Lakes Region,1,"1,000",87,2,800,70,1,0,0,4,"1,100",96,5,"1,100",96,4
979518,Stamford,Town,"2,267","1,324",48.6,Delaware,Southern Tier Region,1,790,60,2,570,43,1,0,0,3,880,66,5,"1,200",91,4
979519,Stanford,Town,"3,823","1,913",50.1,Dutchess,Mid-Hudson Region,1,"1,800",94,2,730,38,1,0,0,4,"1,800",94,6,"1,800",94,4
979520,Stark,Town,757,338,32.3,Herkimer,Mohawk Valley Region,0,0,0,2,200,59,0,0,0,2,200,59,4,320,95,4
979521,Starkey,Town,"3,573","1,773",39.2,Yates,Finger Lakes Region,1,"1,500",85,1,"1,700",96,0,0,0,2,"1,700",96,4,"1,700",96,4
979447,St Armand,Town,"1,548",775,57.5,Essex,North Country Region,1,710,92,2,640,83,0,0,0,3,740,95,4,720,93,4
979522,Staten Island,Borough,"468,730","176,656",102.3,Richmond,New York City,2,"171,000",97,2,"171,000",97,3,"169,000",96,6,"171,000",97,6,"170,000",96,4
979523,Stephentown,Town,"2,903","1,482",57.7,Rensselaer,Capital Region,1,0,0,2,"1,400",94,0,0,0,3,"1,400",94,5,"1,400",94,4
979524,Sterling,Town,"3,040","1,800",47,Cayuga,Central NY Region,1,"1,500",83,2,"1,500",83,0,0,0,3,"1,700",94,3,"1,700",94,4
979525,Steuben,Town,"1,100",480,42.9,Oneida,Mohawk Valley Region,1,10,2,2,450,94,1,0,0,4,450,94,5,460,96,4
966409,Stewart Manor,Village,"1,896",711,0.2,Nassau,Long Island Region,1,680,96,2,680,96,3,680,96,5,680,96,4,680,96,4
979526,Stillwater,Town,"8,287","3,480",43.5,Saratoga,Capital Region,1,"3,300",95,1,"3,000",86,0,0,0,2,"3,300",95,6,"3,300",95,4
979448,St Johnsville,Town,"2,631","1,191",17.4,Montgomery,Mohawk Valley Region,1,"1,000",84,1,"1,000",84,0,0,0,2,"1,000",84,4,"1,100",92,4
979527,Stockbridge,Town,"2,103",860,31.8,Madison,Central NY Region,1,750,87,3,770,90,0,0,0,4,820,95,5,830,97,4
979528,Stockholm,Town,"3,665","1,654",94.2,St. Lawrence,North Country Region,1,"1,100",67,2,"1,200",73,1,490,30,4,"1,500",91,3,"1,600",97,4
979529,Stockport,Town,"2,815","1,224",13.1,Columbia,Capital Region,3,"1,100",90,2,"1,000",82,1,0,0,5,"1,100",90,5,"1,100",90,4
979530,Stockton,Town,"2,248","1,141",47.7,Chautauqua,Western NY Region,1,730,64,3,"1,000",88,1,0,0,5,"1,100",96,3,"1,100",96,4
979531,Stony Creek,Town,767,585,82.7,Warren,Capital Region,0,0,0,2,400,68,0,0,0,2,400,68,3,230,39,4
979532,Stony Point,Town,"15,059","5,569",31.6,Rockland,Mid-Hudson Region,1,"5,300",95,1,"4,800",86,4,"5,300",95,5,"5,300",95,4,"5,400",97,4
979533,Stratford,Town,610,546,76.7,Fulton,Mohawk Valley Region,0,0,0,1,160,29,0,0,0,1,160,29,2,450,82,4
979449,St. Regis Mohawk Reservation,Tribal Community,"3,228","1,222",21,Franklin,North Country Region,1,0,0,0,0,0,0,0,0,1,0,0,2,"1,100",90,4
979534,Stuyvesant,Town,"2,027",917,26.7,Columbia,Capital Region,3,730,80,2,810,88,1,0,0,5,820,89,5,880,96,4
970678,Suffern,Village,"10,723","4,879",2.1,Rockland,Mid-Hudson Region,1,"4,700",96,2,"4,700",96,4,"4,500",92,6,"4,700",96,4,"4,700",96,4
979535,Sullivan,Town,"15,339","6,723",73.3,Madison,Central NY Region,1,"6,500",97,2,"5,700",85,1,210,3,3,"6,500",97,6,"6,500",97,4
979536,Summerhill,Town,"1,217",533,26,Cayuga,Central NY Region,0,0,0,1,380,71,0,0,0,1,380,71,4,510,96,4
979537,Summit,Town,"1,148",926,37.4,Schoharie,Mohawk Valley Region,1,340,37,2,720,78,0,0,0,3,770,83,5,890,96,4
979538,Sweden,Town,"14,175","5,190",33.9,Monroe,Finger Lakes Region,1,"4,900",94,2,"4,900",94,1,0,0,4,"5,000",96,5,"5,000",96,4
966955,Sylvan Beach,Village,897,830,0.7,Oneida,Mohawk Valley Region,1,800,96,1,770,93,0,0,0,2,800,96,5,800,96,4
979539,Syracuse,City,"145,170","64,356",25.6,Onondaga,Central NY Region,1,"62,400",97,1,"60,300",94,7,"25,800",40,8,"62,400",97,6,"62,400",97,4
979540,Taghkanic,Town,"1,310",814,40,Columbia,Capital Region,1,400,49,3,500,61,1,0,0,4,630,77,7,780,96,4
967045,Tannersville,Village,539,557,1.1,Greene,Capital Region,1,540,97,1,530,95,0,0,0,2,540,97,3,540,97,4
967065,Tarrytown,Village,"11,277","4,768",3.3,Westchester,Mid-Hudson Region,1,"4,600",96,2,"4,600",96,5,"4,400",92,7,"4,600",96,4,"4,600",96,4
979541,Taylor,Town,523,243,30.1,Cortland,Central NY Region,1,70,29,1,180,74,0,0,0,2,200,82,3,230,95,4
979542,Theresa,Town,"2,905","1,863",69.6,Jefferson,North Country Region,1,740,40,2,160,9,1,170,9,4,990,53,4,"1,800",97,4
967403,Thomaston,Village,"2,617","1,004",0.4,Nassau,Long Island Region,1,970,97,2,970,97,2,970,97,4,970,97,4,970,97,4
979543,Thompson,Town,"15,308","9,130",87.4,Sullivan,Mid-Hudson Region,1,"8,600",94,2,"8,000",88,1,0,0,4,"8,700",95,4,"8,800",96,4
979544,Throop,Town,"1,990",783,18.7,Cayuga,Central NY Region,1,550,70,2,590,75,2,460,59,4,680,87,4,750,96,4
979545,Thurman,Town,"1,219",711,93,Warren,Capital Region,0,0,0,2,440,62,0,0,0,2,440,62,3,580,82,4
979546,Thurston,Town,"1,350",647,36.6,Steuben,Southern Tier Region,1,230,36,2,40,6,0,0,0,3,280,43,4,620,96,4
979547,Ticonderoga,Town,"5,042","2,911",88,Essex,North Country Region,1,"2,600",89,2,"2,500",86,2,"1,600",55,5,"2,700",93,3,"2,600",89,4
979548,Tioga,Town,"4,871","2,107",59.4,Tioga,Southern Tier Region,2,"1,700",81,2,"1,600",76,1,0,0,5,"1,900",90,5,"2,000",95,4
967571,Tivoli,Village,"1,118",549,1.5,Dutchess,Mid-Hudson Region,1,530,97,1,530,97,0,0,0,2,530,97,6,530,97,4
979549,Tompkins,Town,"1,247",884,104.1,Delaware,Southern Tier Region,0,0,0,3,640,72,0,0,0,3,640,72,4,710,80,4
979550,Tonawanda,City,"15,130","7,141",4,Erie,Western NY Region,1,"6,900",97,1,"6,900",97,3,0,0,4,"6,900",97,6,"6,900",97,4
979551,Tonawanda,Town,"73,567","34,690",20.5,Erie,Western NY Region,1,"33,600",97,1,"25,900",75,3,"33,000",95,4,"33,600",97,6,"33,600",97,4
979554,Tonawanda Reservation,Tribal Community,517,217,11.9,Erie,Western NY Region,1,30,14,2,190,88,0,0,0,3,190,88,5,210,97,4
979555,Torrey,Town,"1,282",765,33.6,Yates,Finger Lakes Region,2,330,43,2,650,85,1,0,0,5,700,92,5,740,97,4
979556,Trenton,Town,"4,498","1,970",43.7,Oneida,Mohawk Valley Region,1,"1,800",91,3,820,42,2,0,0,6,"1,800",91,5,"1,900",96,4
979557,Triangle,Town,"2,946","1,263",39.8,Broome,Southern Tier Region,1,"1,000",79,1,"1,200",95,1,0,0,3,"1,200",95,5,"1,200",95,4
979558,Troupsburg,Town,"1,291",605,61.3,Steuben,Southern Tier Region,1,130,21,2,580,96,0,0,0,3,580,96,2,580,96,4
979559,Troy,City,"50,129","23,474",11,Rensselaer,Capital Region,1,"22,700",97,1,"22,300",95,4,0,0,6,"22,700",97,6,"22,700",97,4
974069,Trumansburg,Village,"1,797",883,1.4,Tompkins,Southern Tier Region,1,850,96,1,850,96,1,0,0,3,850,96,4,850,96,4
979560,Truxton,Town,"1,133",490,44.6,Cortland,Central NY Region,1,240,49,2,390,80,0,0,0,3,400,82,3,470,96,4
967924,Tuckahoe,Village,"6,486","3,122",0.6,Westchester,Mid-Hudson Region,1,"3,000",96,2,"3,000",96,2,"2,800",90,4,"3,000",96,4,"3,000",96,4
979561,Tully,Town,"2,738","1,189",26.2,Onondaga,Central NY Region,1,"1,100",93,1,"1,000",84,0,0,0,2,"1,100",93,5,"1,100",93,4
978671,Tupper Lake,Town,"5,971","3,204",129.9,Franklin,North Country Region,1,"2,900",91,1,"2,600",81,1,0,0,3,"2,900",91,2,"3,000",94,4
979562,Turin,Town,761,440,31.3,Lewis,North Country Region,1,250,57,1,260,59,0,0,0,2,300,68,2,420,95,4
979563,Tuscarora,Town,"1,473",669,37.7,Steuben,Southern Tier Region,1,240,36,1,590,88,1,0,0,3,590,88,3,640,96,4
979564,Tuscarora Nation Reservation,Tribal Community,"1,152",473,9.1,Niagara,Western NY Region,1,410,87,2,440,93,1,0,0,4,450,95,6,450,95,4
979565,Tusten,Town,"1,515","1,138",49.5,Sullivan,Mid-Hudson Region,1,900,79,1,"1,000",88,0,0,0,2,"1,000",88,2,"1,100",97,4
979566,Tuxedo,Town,"3,624","1,691",48.9,Orange,Mid-Hudson Region,1,"1,600",95,2,"1,300",77,2,0,0,5,"1,600",95,4,"1,600",95,4
968011,Tuxedo Park,Village,623,369,3.2,Orange,Mid-Hudson Region,1,350,95,1,350,95,0,0,0,2,350,95,4,350,95,4
979567,Tyre,Town,981,419,33.1,Seneca,Finger Lakes Region,1,10,2,2,200,48,2,0,0,5,200,48,4,400,95,4
979568,Tyrone,Town,"1,597","1,227",39.7,Schuyler,Southern Tier Region,1,830,68,2,980,80,0,0,0,3,"1,100",90,3,"1,100",90,4
979569,Ulster,Town,"12,327","5,368",29.5,Ulster,Mid-Hudson Region,1,"5,200",97,1,"4,500",84,2,0,0,4,"5,200",97,7,"5,200",97,4
979570,Ulysses,Town,"4,900","2,383",36.9,Tompkins,Southern Tier Region,2,"2,200",92,2,"2,200",92,1,0,0,5,"2,300",97,5,"2,300",97,4
979571,Unadilla,Town,"4,392","2,162",46.2,Otsego,Mohawk Valley Region,1,"1,500",69,2,"1,800",83,0,0,0,3,"2,000",93,6,"2,000",93,4
979572,Union,Town,"56,346","27,054",36.3,Broome,Southern Tier Region,1,"26,100",96,1,"25,500",94,4,0,0,6,"26,200",97,5,"26,200",97,4
968217,Union Springs,Village,"1,197",534,1.8,Cayuga,Central NY Region,1,510,96,1,510,96,0,0,0,2,510,96,4,510,96,4
979573,Union Vale,Town,"4,877","1,911",37.3,Dutchess,Mid-Hudson Region,2,"1,800",94,2,"1,500",78,1,0,0,5,"1,800",94,4,"1,800",94,4
968233,Unionville,Village,612,246,0.3,Orange,Mid-Hudson Region,1,230,93,1,230,93,1,0,0,3,230,93,3,230,93,4
968262,Upper Brookville,Village,"1,698",611,4.3,Nassau,Long Island Region,1,590,97,2,570,93,2,310,51,4,590,97,4,590,97,4
968288,Upper Nyack,Village,"2,063",784,1.2,Rockland,Mid-Hudson Region,1,760,97,1,670,85,3,760,97,4,760,97,4,760,97,4
979574,Urbana,Town,"2,343","1,506",44.1,Steuben,Southern Tier Region,1,"1,200",80,3,"1,200",80,3,600,40,6,"1,300",86,3,"1,400",93,4
979575,Utica,City,"62,235","28,166",16.6,Oneida,Mohawk Valley Region,1,"27,300",97,1,"26,800",95,2,0,0,4,"27,300",97,4,"27,300",97,4
968342,Valatie,Village,"1,819",658,1.3,Columbia,Capital Region,2,630,96,1,630,96,0,0,0,3,630,96,4,630,96,4
968358,Valley Falls,Village,466,201,0.5,Rensselaer,Capital Region,1,190,95,0,0,0,0,0,0,1,190,95,5,190,95,4
968364,Valley Stream,Village,"37,511","12,625",3.5,Nassau,Long Island Region,2,"12,200",97,2,"12,200",97,4,"12,200",97,7,"12,200",97,4,"12,200",97,4
979576,Van Buren,Town,"13,185","6,099",36.2,Onondaga,Central NY Region,1,"5,800",95,1,"4,100",67,4,"5,000",82,5,"5,800",95,6,"5,900",97,4
979577,Van Etten,Town,"1,557",731,41.6,Chemung,Southern Tier Region,1,450,62,2,680,93,1,0,0,4,680,93,4,700,96,4
979578,Varick,Town,"1,857",888,45.6,Seneca,Finger Lakes Region,1,790,89,2,360,41,2,0,0,5,840,95,6,860,97,4
979579,Venice,Town,"1,368",596,41.3,Cayuga,Central NY Region,0,0,0,1,170,29,1,0,0,2,170,29,5,570,96,4
979580,Vernon,Town,"5,408","2,406",38.1,Oneida,Mohawk Valley Region,1,"2,200",91,2,"2,300",96,2,0,0,5,"2,300",96,5,"2,300",96,4
979581,Verona,Town,"6,293","2,709",69.5,Oneida,Mohawk Valley Region,1,"2,300",85,2,"2,500",92,2,0,0,5,"2,500",92,5,"2,600",96,4
979582,Vestal,Town,"28,043","9,432",52.6,Broome,Southern Tier Region,1,"9,100",96,2,"8,500",90,4,0,0,7,"9,100",96,5,"9,100",96,4
979583,Veteran,Town,"3,313","1,409",38.3,Chemung,Southern Tier Region,1,"1,100",78,2,"1,100",78,2,0,0,4,"1,300",92,5,"1,300",92,4
979584,Victor,Town,"14,275","5,822",36,Ontario,Finger Lakes Region,1,"5,600",96,1,"5,600",96,3,0,0,5,"5,600",96,5,"5,600",96,4
979585,Victory,Town,"1,660",674,34.5,Cayuga,Central NY Region,1,70,10,1,440,65,0,0,0,2,490,73,3,650,96,4
979586,Vienna,Town,"5,440","3,123",95.1,Oneida,Mohawk Valley Region,1,"2,800",90,1,"1,900",61,0,0,0,2,"2,800",90,6,"3,000",96,4
973410,Village of the Branch,Village,"1,807",645,1,Suffolk,Long Island Region,1,620,96,2,620,96,4,620,96,6,620,96,4,620,96,4
979587,Villenova,Town,"1,110",531,36.4,Chautauqua,Western NY Region,1,90,17,0,0,0,0,0,0,1,90,17,4,510,96,4
979588,Virgil,Town,"2,401","1,120",47.4,Cortland,Central NY Region,2,860,77,2,"1,000",89,1,0,0,5,"1,000",89,5,"1,000",89,4
979589,Volney,Town,"5,926","2,382",49.2,Oswego,Central NY Region,1,"2,200",92,2,"2,100",88,1,0,0,4,"2,200",92,4,"2,300",97,4
968604,Voorheesville,Village,"2,789","1,158",2.1,Albany,Capital Region,1,"1,100",95,1,"1,100",95,1,0,0,3,"1,100",95,5,"1,100",95,4
979590,Waddington,Town,"2,266","1,129",59.2,St. Lawrence,North Country Region,1,840,74,1,890,79,1,350,31,3,"1,000",89,2,"1,000",89,4
968659,Walden,Village,"6,978","2,686",2,Orange,Mid-Hudson Region,1,"2,600",97,1,"2,600",97,2,90,3,4,"2,600",97,4,"2,600",97,4
979591,Wales,Town,"3,005","1,295",35.7,Erie,Western NY Region,1,"1,200",93,1,"1,100",85,0,0,0,2,"1,200",93,5,"1,200",93,4
979592,Wallkill,Town,"27,426","10,777",62.7,Orange,Mid-Hudson Region,2,"10,400",97,2,"10,400",97,2,0,0,6,"10,400",97,4,"10,400",97,4
979593,Walton,Town,"5,576","3,106",97.8,Delaware,Southern Tier Region,1,"2,400",77,1,"2,700",87,0,0,0,2,"2,900",93,5,"3,000",97,4
979594,Walworth,Town,"9,449","3,486",33.9,Wayne,Finger Lakes Region,1,"3,300",95,2,"3,000",86,1,0,0,4,"3,300",95,5,"3,300",95,4
968750,Wampsville,Village,543,223,1,Madison,Central NY Region,1,210,94,1,210,94,1,0,0,3,210,94,4,210,94,4
979595,Wappinger,Town,"27,048","10,908",28.5,Dutchess,Mid-Hudson Region,1,"10,500",96,2,"9,400",86,4,"10,200",94,6,"10,500",96,4,"10,500",96,4
968775,Wappingers Falls,Village,"5,522","2,443",1.2,Dutchess,Mid-Hudson Region,1,"2,300",94,1,"2,300",94,3,"2,300",94,4,"2,300",94,4,"2,300",94,4
979596,Ward,Town,368,304,29.2,Allegany,Western NY Region,1,0,0,2,130,43,0,0,0,3,150,49,4,290,95,4
979597,Warren,Town,"1,143",452,38.4,Herkimer,Mohawk Valley Region,1,10,2,1,290,64,0,0,0,2,290,64,4,430,95,4
979598,Warrensburg,Town,"4,094","2,260",64.7,Warren,Capital Region,1,"2,000",88,2,"1,800",80,0,0,0,3,"2,100",93,6,"2,100",93,4
979599,Warsaw,Town,"5,064","2,355",35.5,Wyoming,Finger Lakes Region,1,"2,100",89,1,"2,100",89,0,0,0,2,"2,200",93,2,"2,200",93,4
979600,Warwick,Town,"32,065","12,982",105.2,Orange,Mid-Hudson Region,2,"12,500",96,3,"12,500",96,3,0,0,8,"12,500",96,4,"12,500",96,4
979601,Washington,Town,"4,741","2,459",58.8,Dutchess,Mid-Hudson Region,2,"2,300",94,1,"2,100",85,1,0,0,4,"2,300",94,5,"2,300",94,4
